task,difficulty,negativeControl,experiment,condition,repetition,acceptance,editRounds,editRejections,modelMs,inputTokens,outputTokens,trialAttempt,servingProviders,modelFailure
"stable-sort","easy","false","editing","native","3","passed","1","0","842","330","116","1","Parasail","false"
"csv-record","medium","false","review","baseline","3","passed","1","0","11482","898","723","1","Parasail","false"
"csv-record","medium","false","editing","native","3","passed","1","0","2649","353","516","1","BaseTen","false"
"csv-record","medium","false","review","skill","3","failed","1","0","9853","1463","733","1","Parasail","false"
"csv-record","medium","false","editing","anchored","3","passed","1","0","4485","385","583","1","Parasail","false"
"config-precedence","easy","true","review","skill","3","passed","1","0","2999","1296","282","1","Parasail","false"
"config-precedence","easy","true","editing","anchored","3","passed","1","0","1118","437","128","1","Parasail","false"
"config-precedence","easy","true","review","baseline","3","passed","1","0","2070","743","183","1","Parasail","false"
"config-precedence","easy","true","editing","native","3","passed","1","0","1291","378","82","1","Parasail","false"
"ttl-cache","medium","true","review","baseline","3","passed","1","0","2248","869","258","1","Parasail","false"
"ttl-cache","medium","true","editing","native","3","failed","1","0","3178","441","581","1","Parasail","false"
"ttl-cache","medium","true","review","skill","3","passed","1","0","3777","1422","551","1","Parasail","false"
"ttl-cache","medium","true","editing","anchored","3","passed","1","0","7819","588","582","1","Parasail","false"
"inflight-invalidation","hard","false","review","skill","3","passed","1","0","8015","2276","951","1","Parasail","false"
"inflight-invalidation","hard","false","editing","anchored","3","passed","2","1","26291","2110","1493","1","Parasail","false"
"inflight-invalidation","hard","false","review","baseline","3","passed","1","0","6386","1637","662","1","Parasail","false"
"inflight-invalidation","hard","false","editing","native","3","failed","1","0","7001","697","690","1","Parasail","false"
"once-reentrancy","medium","false","review","baseline","3","failed","1","0","3783","1191","493","1","BaseTen; Parasail","false"
"once-reentrancy","medium","false","editing","native","3","failed","1","0","2013","516","239","1","Parasail","false"
"once-reentrancy","medium","false","review","skill","3","failed","1","0","3585","1776","584","1","Parasail","false"
"once-reentrancy","medium","false","editing","anchored","3","failed","1","0","1900","716","231","1","BaseTen","false"
"bounded-map","hard","false","review","skill","3","passed","1","0","10849","1862","1250","1","Parasail","false"
"bounded-map","hard","false","editing","anchored","3","passed","1","0","3065","505","456","1","Parasail","false"
"bounded-map","hard","false","review","baseline","3","passed","1","0","7249","1273","1024","1","Parasail","false"
"bounded-map","hard","false","editing","native","3","passed","1","0","3081","415","498","1","Parasail","false"
"abort-retry","hard","false","review","baseline","3","failed","1","0","10557","1152","809","1","Parasail","false"
"abort-retry","hard","false","editing","native","3","failed","1","0","1748","437","380","1","Parasail","false"
"abort-retry","hard","false","review","skill","3","failed","1","0","6477","1906","1064","1","Parasail; BaseTen","false"
"abort-retry","hard","false","editing","anchored","3","failed","1","0","7499","547","442","1","Parasail","false"
"transaction-rollback","hard","false","review","skill","3","passed","1","0","7300","2289","1198","1","Parasail","false"
"transaction-rollback","hard","false","editing","anchored","3","passed","1","0","5699","969","583","1","BaseTen","false"
"transaction-rollback","hard","false","review","baseline","3","passed","1","0","11090","1765","1203","1","Parasail; BaseTen","false"
"transaction-rollback","hard","false","editing","native","3","passed","1","0","3140","688","472","1","BaseTen","false"
"schema-migration","medium","false","review","baseline","3","passed","1","0","5204","1192","768","1","Parasail","false"
"schema-migration","medium","false","editing","native","3","failed","1","0","4549","389","516","1","Parasail","false"
"schema-migration","medium","false","review","skill","3","passed","1","0","6468","1371","700","1","Parasail","false"
"schema-migration","medium","false","editing","anchored","3","passed","1","0","4168","437","719","1","Parasail","false"
"canonical-key","medium","false","review","skill","3","passed","1","0","10862","1921","1428","1","Parasail; BaseTen","false"
"canonical-key","medium","false","editing","anchored","3","passed","1","0","6195","482","542","1","Parasail","false"
"canonical-key","medium","false","review","baseline","3","passed","1","0","14307","1444","1779","1","Parasail","false"
"canonical-key","medium","false","editing","native","3","passed","1","0","4445","400","490","1","Parasail","false"
"pagination-merge","medium","false","review","baseline","3","passed","1","0","13541","1422","992","1","Parasail; BaseTen","false"
"pagination-merge","medium","false","editing","native","3","passed","1","0","3697","523","456","1","Parasail","false"
"pagination-merge","medium","false","review","skill","3","passed","1","0","5035","1841","776","1","Parasail; BaseTen","false"
"pagination-merge","medium","false","editing","anchored","3","failed","1","0","2289","678","481","1","Parasail","false"
"archive-boundary","medium","false","review","skill","3","passed","1","0","5090","1609","813","1","Parasail","false"
"archive-boundary","medium","false","editing","anchored","3","passed","1","0","3179","436","454","1","Parasail","false"
"archive-boundary","medium","false","review","baseline","3","passed","1","0","11773","1440","1393","1","Parasail; BaseTen","false"
"archive-boundary","medium","false","editing","native","3","passed","1","0","5155","389","715","1","Parasail","false"
"stream-lines","hard","false","review","baseline","3","failed","1","0","15677","1640","1519","1","Parasail; BaseTen","false"
"stream-lines","hard","false","editing","native","3","passed","1","0","29459","472","2135","1","Parasail","false"
"stream-lines","hard","false","review","skill","3","failed","1","0","20030","1813","1307","1","Parasail","false"
"stream-lines","hard","false","editing","anchored","3","passed","1","0","9331","598","1469","1","Parasail","false"
"tenant-cache","hard","false","review","skill","3","passed","1","0","15602","2514","1720","1","Parasail; BaseTen","false"
"tenant-cache","hard","false","editing","anchored","3","passed","1","0","7308","871","977","1","BaseTen","false"
"tenant-cache","hard","false","review","baseline","3","passed","1","0","10622","1967","1519","1","BaseTen","false"
"tenant-cache","hard","false","editing","native","3","passed","1","0","6461","667","894","1","BaseTen","false"
"public-hooks","medium","true","review","baseline","3","passed","1","0","2168","875","156","1","BaseTen","false"
"public-hooks","medium","true","editing","native","3","passed","1","0","1575","443","155","1","Parasail","false"
"public-hooks","medium","true","review","skill","3","passed","1","0","2192","1426","209","1","Parasail","false"
"public-hooks","medium","true","editing","anchored","3","passed","1","0","1563","581","143","1","Parasail","false"
"lazy-iterator","hard","false","review","skill","3","failed","1","0","45183","1493","2753","1","Parasail; BaseTen","false"
"lazy-iterator","hard","false","editing","anchored","3","failed","1","0","72789","633","6958","1","Parasail","false"
"lazy-iterator","hard","false","review","baseline","3","failed","1","0","4377","940","296","1","BaseTen; Parasail","false"
"lazy-iterator","hard","false","editing","native","3","failed","1","0","2957","476","391","1","Parasail","false"
"browser-search-race","hard","false","review","baseline","3","passed","1","0","7166","1697","1014","1","Parasail","false"
"browser-search-race","hard","false","editing","native","3","passed","1","0","2818","644","556","1","BaseTen","false"
"browser-search-race","hard","false","review","skill","3","passed","1","0","5637","2353","1111","1","Parasail; BaseTen","false"
"browser-search-race","hard","false","editing","anchored","3","passed","1","0","2566","910","465","1","BaseTen","false"
"browser-storage-failure","medium","false","review","skill","3","passed","1","0","8678","2206","948","1","Parasail","false"
"browser-storage-failure","medium","false","editing","anchored","3","passed","1","0","3013","873","322","1","Parasail","false"
"browser-storage-failure","medium","false","review","baseline","3","passed","1","0","8814","1606","957","1","BaseTen","false"
"browser-storage-failure","medium","false","editing","native","3","passed","1","0","3106","629","290","1","Parasail","false"
"repo-output-streams","hard","false","review","baseline","3","passed","1","0","7295","11116","813","1","BaseTen; Parasail","false"
"repo-output-streams","hard","false","editing","native","3","passed","1","0","7909","5409","480","1","Parasail","false"
"repo-output-streams","hard","false","review","skill","3","passed","1","0","24822","11968","1811","1","Parasail","false"
"repo-output-streams","hard","false","editing","anchored","3","passed","1","0","3914","11526","295","1","Parasail","false"
"repo-slot-admission","hard","false","review","skill","3","passed","1","0","6402","11584","637","1","Parasail","false"
"repo-slot-admission","hard","false","editing","anchored","3","passed","1","0","1623","11534","282","1","BaseTen","false"
"repo-slot-admission","hard","false","review","baseline","3","passed","1","0","6009","11004","475","1","Parasail","false"
"repo-slot-admission","hard","false","editing","native","3","passed","1","0","5047","5413","301","1","Parasail","false"
"repo-receipt-freshness","hard","false","review","baseline","3","passed","1","0","10216","17499","952","1","Parasail","false"
"repo-receipt-freshness","hard","false","editing","native","3","passed","1","0","4379","8559","256","1","Parasail","false"
"repo-receipt-freshness","hard","false","review","skill","3","passed","1","0","9822","18122","1029","1","Parasail","false"
"repo-receipt-freshness","hard","false","editing","anchored","3","failed","1","0","8143","18417","596","1","Parasail","false"
"repo-command-redaction","hard","false","review","skill","3","passed","1","0","11241","3641","1185","1","Parasail","false"
"repo-command-redaction","hard","false","editing","anchored","3","passed","1","0","5321","2363","398","1","Parasail","false"
"repo-command-redaction","hard","false","review","baseline","3","passed","1","0","9005","2934","893","1","Parasail","false"
"repo-command-redaction","hard","false","editing","native","3","failed","1","0","7373","1309","529","1","Parasail","false"
